feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,label
0.0,21.0,120.0,36.0,121.0,161.0,69.0,88.0,303.0,904.0,1142.0,1025.0,75.0,3.0,8.0,20.0,0.0010312999365851283,1.746113365008739e-09,3.89704002574931e-13,1.9203924474936462e-12,-5.603814449124266e-25,4.841204567758888e-17,1.5639519475185514e-24,153.057373046875,37.2617301940918,22.0,254.0,P
0.0,19.0,120.0,38.0,128.0,162.0,65.0,96.0,299.0,915.0,1146.0,985.0,92.0,3.0,8.0,20.0,0.0010322760790586472,1.80448078701545e-09,4.000207012421625e-13,1.9917377209327514e-12,-5.678416038854885e-25,5.122129331288432e-17,1.684702984888345e-24,152.911865234375,37.322021484375,23.0,254.0,P
0.0,19.0,120.0,35.0,129.0,158.0,69.0,94.0,296.0,935.0,1127.0,1005.0,77.0,5.0,7.0,20.0,0.0010326913325116038,1.8012915603549118e-09,3.813864642935455e-13,2.0127705925576667e-12,-6.232411851954774e-25,4.966121744271951e-17,1.6496916615852127e-24,152.9228515625,37.3028450012207,18.0,254.0,P
0.0,18.0,119.0,33.0,133.0,153.0,73.0,91.0,295.0,925.0,1121.0,1021.0,83.0,4.0,7.0,20.0,0.0010318373097106814,1.7502326254970058e-09,3.753500060679066e-13,1.9579520296741926e-12,-5.169674710697197e-25,5.0967269455491735e-17,1.596905231327575e-24,153.04833984375,37.17705535888672,23.0,254.0,P
0.0,20.0,118.0,33.0,119.0,157.0,74.0,91.0,302.0,930.0,1126.0,1021.0,73.0,4.0,8.0,20.0,0.0010315635008737445,1.6918999534709656e-09,3.986797328901781e-13,1.9210438361588755e-12,-4.860685782731179e-25,5.032528134719953e-17,1.6093952660399393e-24,153.099853515625,36.95401382446289,20.0,254.0,P
0.0,19.0,117.0,25.0,124.0,151.0,68.0,97.0,314.0,931.0,1132.0,1018.0,69.0,2.0,9.0,20.0,0.001029296196065843,1.588600473390045e-09,4.2237041772072437e-13,1.8136655371980837e-12,-4.576656906844419e-25,4.809635385116924e-17,1.5199790657244954e-24,153.385498046875,36.630638122558594,19.0,254.0,P
0.0,18.0,117.0,30.0,105.0,155.0,70.0,96.0,308.0,940.0,1154.0,994.0,78.0,3.0,8.0,20.0,0.001027383259497583,1.4978241980045937e-09,4.601096522012516e-13,1.7226183587210064e-12,-4.424646861674791e-25,4.615273087457584e-17,1.4683927887265384e-24,153.596435546875,36.46921157836914,21.0,253.0,P
0.0,19.0,115.0,31.0,103.0,150.0,70.0,94.0,301.0,948.0,1154.0,993.0,87.0,3.0,7.0,21.0,0.001025921548716724,1.441116004308185e-09,4.753514205521614e-13,1.6781441687652165e-12,-3.536086757023553e-25,4.6519036228316374e-17,1.4565167836212755e-24,153.7978515625,36.291175842285156,24.0,254.0,P
0.0,18.0,115.0,35.0,97.0,161.0,69.0,84.0,316.0,962.0,1132.0,992.0,84.0,4.0,7.0,20.0,0.0010273332009091973,1.479981137642028e-09,4.3796983726328287e-13,1.7059961299539794e-12,-4.0393129613776146e-25,4.7270787895171916e-17,1.418250324400362e-24,153.591796875,36.403987884521484,20.0,254.0,P
0.0,553.0,398.0,124.0,42.0,47.0,90.0,362.0,483.0,135.0,122.0,1458.0,282.0,0.0,0.0,0.0,0.0012046868214383721,1.3590341296776387e-08,6.346351916208803e-11,5.640210867796647e-11,2.2287250694247606e-21,-5.7057155766586376e-15,2.5337339858646597e-21,128.830810546875,63.74260711669922,16.0,196.0,P
0.0,21.0,120.0,31.0,119.0,161.0,67.0,84.0,300.0,966.0,1125.0,990.0,81.0,4.0,7.0,20.0,0.001030873041599989,1.73204195430543e-09,3.770260471012976e-13,1.866471170328121e-12,-4.501654477166334e-25,5.0143794612082944e-17,1.4996232989261725e-24,153.156005859375,36.85430145263672,24.0,253.0,P
0.0,18.0,123.0,38.0,135.0,167.0,75.0,71.0,298.0,979.0,1095.0,1007.0,59.0,3.0,8.0,20.0,0.0010388187365606427,2.1088277790681786e-09,3.417436689537312e-13,2.1907373918411688e-12,-5.684395111478395e-25,5.134902985179721e-17,1.8083125583558197e-24,152.2939453125,37.61091232299805,18.0,253.0,P
0.0,19.0,126.0,41.0,148.0,175.0,67.0,86.0,299.0,960.0,1088.0,991.0,65.0,4.0,7.0,20.0,0.001046410296112299,2.457271275346784e-09,3.3016764235810347e-13,2.5035483668806036e-12,-5.55575950796853e-25,5.151115394313515e-17,2.2073065713030292e-24,151.59228515625,38.04495620727539,20.0,254.0,P
0.0,17.0,124.0,46.0,135.0,181.0,68.0,85.0,319.0,926.0,1117.0,993.0,53.0,3.0,9.0,20.0,0.0010490836575627327,2.489658479376544e-09,3.194597635470392e-13,2.4339614525248354e-12,-3.9987137418523495e-25,5.281664016436839e-17,2.10866227611831e-24,151.5361328125,37.917850494384766,23.0,254.0,P
0.0,21.0,124.0,43.0,131.0,184.0,70.0,90.0,323.0,891.0,1121.0,1020.0,47.0,3.0,8.0,20.0,0.0010495298774912953,2.5683826176958746e-09,2.814750656946613e-13,2.271170664730482e-12,-1.8998111295939175e-25,5.1852392415592877e-17,1.8059459756401567e-24,151.6689453125,38.0351448059082,22.0,253.0,P
0.0,18.0,123.0,41.0,142.0,180.0,70.0,96.0,304.0,886.0,1137.0,1008.0,61.0,2.0,8.0,20.0,0.0010498682968318462,2.6037174638560145e-09,2.9128536063217914e-13,2.0932099369791457e-12,-1.4436683040721256e-26,5.104409137334076e-17,1.6344121161043738e-24,151.743896484375,38.01140213012695,17.0,254.0,P
0.0,20.0,126.0,38.0,134.0,182.0,76.0,86.0,319.0,850.0,1152.0,1032.0,51.0,2.0,8.0,20.0,0.0010488878469914198,2.5888728938383565e-09,3.193787194346459e-13,1.896506823112487e-12,1.321218756728754e-26,4.853386952948324e-17,1.4759348906261302e-24,151.957763671875,38.03203201293945,16.0,254.0,P
0.0,21.0,121.0,38.0,138.0,179.0,78.0,76.0,337.0,846.0,1128.0,1062.0,41.0,2.0,9.0,20.0,0.0010476675815880299,2.561240997067671e-09,3.638068579031595e-13,1.7211397237981707e-12,1.316871516843404e-25,4.736431555267206e-17,1.3555637883898138e-24,152.07470703125,37.99653244018555,21.0,253.0,P
0.0,19.0,125.0,48.0,123.0,184.0,71.0,97.0,292.0,841.0,1141.0,1075.0,49.0,3.0,8.0,20.0,0.0010452381102368236,2.5997257679932773e-09,3.83237088981761e-13,1.5609201214558666e-12,2.1934314447525165e-25,4.575290485369221e-17,1.1871781741191548e-24,152.36279296875,38.07592010498047,20.0,253.0,P
0.0,21.0,121.0,39.0,137.0,186.0,68.0,74.0,297.0,834.0,1157.0,1081.0,50.0,3.0,8.0,20.0,0.0010417882585898042,2.65064659110692e-09,3.881354330818876e-13,1.3479402056343348e-12,2.575372257081111e-25,4.44899688031687e-17,9.40355725611918e-25,152.708984375,38.09752655029297,19.0,253.0,P
0.0,564.0,413.0,122.0,36.0,46.0,84.0,364.0,474.0,136.0,118.0,1439.0,300.0,0.0,0.0,0.0,0.0012107777874916792,1.352348455441188e-08,6.323350870696132e-11,5.875649272679695e-11,2.52179560473876e-21,-5.9393069347206395e-15,2.5430781379503112e-21,128.3505859375,64.06822967529297,16.0,196.0,P
0.0,22.0,118.0,44.0,130.0,175.0,81.0,74.0,294.0,780.0,1194.0,1109.0,44.0,3.0,8.0,20.0,0.0010382236214354634,2.6573716560562843e-09,4.42309085408113e-13,1.1558047271001404e-12,2.9615773556404903e-25,4.065625467050388e-17,7.715085291040915e-25,153.07861328125,38.02958297729492,22.0,254.0,P
0.0,19.0,119.0,42.0,130.0,177.0,77.0,83.0,294.0,754.0,1192.0,1122.0,56.0,4.0,7.0,20.0,0.0010352686513215303,2.6904043437525615e-09,5.22772309382441e-13,1.014942687185827e-12,3.307559422718782e-25,3.855972901204128e-17,6.611804150521439e-25,153.35009765625,38.128265380859375,19.0,253.0,P
0.0,20.0,122.0,40.0,121.0,186.0,78.0,95.0,293.0,717.0,1188.0,1145.0,60.0,3.0,8.0,20.0,0.0010340362787246704,2.777024388223026e-09,5.639219017965214e-13,9.136943588880508e-13,3.2864164713446616e-25,3.6754863928842427e-17,5.675794555459223e-25,153.442138671875,38.24610900878906,21.0,254.0,P
0.0,17.0,126.0,40.0,112.0,191.0,81.0,101.0,278.0,716.0,1175.0,1163.0,65.0,5.0,6.0,20.0,0.0010312002850696445,2.8113771310955826e-09,5.9594305401936e-13,8.443964386213587e-13,3.4728891377540346e-25,3.6467646967829314e-17,4.880403361057178e-25,153.671142578125,38.2863883972168,23.0,254.0,P
0.0,17.0,123.0,38.0,120.0,195.0,84.0,94.0,289.0,676.0,1189.0,1171.0,69.0,4.0,7.0,20.0,0.001030237996019423,2.8607571866956505e-09,6.007830409375525e-13,7.997765318935868e-13,3.2190181677548414e-25,3.487255157925146e-17,4.51356183949258e-25,153.701171875,38.410057067871094,20.0,253.0,P
0.0,16.0,120.0,43.0,122.0,194.0,84.0,102.0,286.0,671.0,1182.0,1188.0,57.0,4.0,7.0,20.0,0.001029245206154883,2.8392306283819835e-09,6.676470357472319e-13,7.792776840487292e-13,3.526299704899122e-25,3.480117581855548e-17,4.377281680773058e-25,153.781982421875,38.446468353271484,17.0,254.0,P
0.0,15.0,122.0,38.0,122.0,194.0,86.0,92.0,309.0,686.0,1166.0,1174.0,61.0,3.0,7.0,21.0,0.00103102158755064,2.8936282259195423e-09,6.750959383530764e-13,7.559601816059525e-13,3.587526404500752e-25,3.522250853536549e-17,4.0366660865215653e-25,153.57373046875,38.36001968383789,22.0,253.0,P
0.0,16.0,123.0,43.0,124.0,190.0,84.0,94.0,306.0,694.0,1155.0,1182.0,54.0,4.0,5.0,22.0,0.001031794585287571,2.9091240527634454e-09,7.027539899832902e-13,7.343489423321248e-13,3.5193399795628095e-25,3.4211707061715494e-17,3.929896721228296e-25,153.422119140625,38.394962310791016,23.0,253.0,P
0.0,15.0,127.0,40.0,110.0,193.0,95.0,98.0,320.0,697.0,1144.0,1177.0,48.0,4.0,7.0,21.0,0.0010327203199267387,2.913709717944357e-09,7.171638500072519e-13,7.122044924298687e-13,3.441884685507553e-25,3.3223553793237197e-17,3.7498461221445206e-25,153.350830078125,38.33942413330078,21.0,253.0,P
0.0,20.0,119.0,39.0,115.0,200.0,87.0,92.0,343.0,698.0,1115.0,1186.0,51.0,4.0,7.0,20.0,0.0010331664234399796,2.974732904448274e-09,7.165594615061999e-13,6.887762387351726e-13,3.399388748543297e-25,3.309362357133982e-17,3.4436541991255768e-25,153.227783203125,38.298606872558594,18.0,254.0,P
1.0,576.0,416.0,130.0,29.0,46.0,89.0,358.0,463.0,133.0,124.0,1431.0,300.0,0.0,0.0,0.0,0.0012179070618003607,1.3496321393802191e-08,6.28924967660538e-11,6.159868448651906e-11,2.868597942796936e-21,-6.2239654856561296e-15,2.5438168651672836e-21,127.814697265625,64.41272735595703,15.0,196.0,P
0.0,19.0,120.0,36.0,121.0,195.0,82.0,94.0,351.0,713.0,1121.0,1154.0,59.0,4.0,7.0,20.0,0.0010333405807614326,2.982786462268905e-09,7.89595277182753e-13,6.730216969667857e-13,3.590679875969373e-25,3.2820624190695266e-17,3.343334264770555e-25,153.1279296875,38.28031539916992,20.0,254.0,P
0.0,19.0,122.0,39.0,125.0,188.0,88.0,97.0,362.0,683.0,1121.0,1172.0,49.0,4.0,7.0,20.0,0.00103521510027349,3.0326441358141665e-09,8.420605250407387e-13,6.296358833618454e-13,3.2334279447838676e-25,3.0551882837421575e-17,3.2502195887085955e-25,152.824951171875,38.44615936279297,18.0,253.0,P
0.0,19.0,122.0,38.0,118.0,194.0,90.0,98.0,391.0,677.0,1107.0,1161.0,50.0,2.0,9.0,20.0,0.0010360809974372387,3.0154951868865965e-09,8.968751847963918e-13,6.20987853153232e-13,3.374338223978971e-25,3.0489804586810695e-17,3.176668663096117e-25,152.69287109375,38.32002258300781,19.0,254.0,P
0.0,18.0,120.0,38.0,117.0,203.0,78.0,106.0,384.0,701.0,1094.0,1159.0,47.0,2.0,9.0,20.0,0.0010367524810135365,2.9851510152667515e-09,9.60657660191433e-13,5.919097677276053e-13,3.2304036492884766e-25,2.895215523741342e-17,3.080031476573313e-25,152.63623046875,38.239601135253906,17.0,253.0,P
0.0,18.0,123.0,40.0,120.0,186.0,91.0,102.0,399.0,686.0,1092.0,1156.0,51.0,4.0,8.0,20.0,0.0010379619197919965,3.085736333119371e-09,9.279923834579207e-13,5.871214972530403e-13,3.1692208300746993e-25,2.945425056051066e-17,2.9559194973168255e-25,152.43701171875,38.36964797973633,21.0,254.0,P
0.0,22.0,117.0,35.0,124.0,198.0,85.0,95.0,412.0,677.0,1104.0,1152.0,44.0,2.0,9.0,20.0,0.0010382340988144279,3.0108309179155412e-09,1.0029537964029167e-12,5.50039343499148e-13,2.9696742732754854e-25,2.704701601163844e-17,2.805576906885608e-25,152.43310546875,38.257965087890625,22.0,254.0,P
0.0,19.0,124.0,34.0,129.0,190.0,86.0,101.0,428.0,675.0,1105.0,1128.0,46.0,3.0,8.0,20.0,0.0010399299208074808,3.0734925715592e-09,1.0544925392944049e-12,5.475290902091923e-13,2.986399850099401e-25,2.7319232879423516e-17,2.8965744774931803e-25,152.152099609375,38.35713195800781,24.0,254.0,P
0.0,21.0,121.0,31.0,131.0,194.0,79.0,99.0,445.0,673.0,1099.0,1123.0,49.0,3.0,8.0,20.0,0.0010401399340480566,3.0356732683145538e-09,1.0994847610482084e-12,5.15384664199342e-13,2.726159321328614e-25,2.5396410186513376e-17,2.760378628282904e-25,152.112060546875,38.2896728515625,24.0,254.0,P
0.0,19.0,121.0,38.0,124.0,190.0,89.0,99.0,442.0,687.0,1083.0,1126.0,47.0,4.0,8.0,19.0,0.0010415530996397138,3.0620972424344473e-09,1.1165631136692e-12,4.801337821248863e-13,2.6424907615686104e-25,2.4466482161352686e-17,2.318590883379718e-25,151.876220703125,38.23455047607422,19.0,254.0,P
0.0,20.0,122.0,37.0,123.0,190.0,86.0,106.0,466.0,661.0,1078.0,1127.0,49.0,3.0,9.0,19.0,0.0010424570646137,3.0656619465219137e-09,1.1664952857814992e-12,4.468312655644957e-13,2.409867760051545e-25,2.2670742534671518e-17,2.144586163577363e-25,151.78466796875,38.31053924560547,19.0,254.0,P
0.0,585.0,425.0,129.0,31.0,49.0,92.0,350.0,463.0,125.0,117.0,1443.0,287.0,0.0,0.0,0.0,0.0012269038707017899,1.3341871607508438e-08,6.347809083928624e-11,6.498183935388369e-11,3.2988637336243144e-21,-6.5373664055908e-15,2.556474586464549e-21,127.170166015625,64.74288940429688,16.0,196.0,P
0.0,16.0,125.0,41.0,116.0,205.0,79.0,101.0,477.0,661.0,1085.0,1111.0,47.0,4.0,8.0,20.0,0.001044004806317389,3.096570555527478e-09,1.2023986407233567e-12,4.1761136649470787e-13,2.268161963937333e-25,2.1485955199699565e-17,1.9006958864029294e-25,151.583984375,38.28733825683594,18.0,253.0,P
0.0,15.0,123.0,42.0,129.0,185.0,92.0,110.0,465.0,667.0,1082.0,1112.0,43.0,3.0,8.0,20.0,0.0010436996817588806,3.0546836171652103e-09,1.207717953422005e-12,4.233530843597566e-13,2.369516538673359e-25,2.19357429295814e-17,1.8839191568796909e-25,151.561767578125,38.27763366699219,22.0,254.0,P
0.0,20.0,118.0,44.0,124.0,193.0,81.0,120.0,459.0,686.0,1079.0,1100.0,42.0,3.0,7.0,20.0,0.001043792930431664,3.1536075972837807e-09,1.1657982522048083e-12,4.066694355396583e-13,2.313293435882126e-25,2.1687635067929794e-17,1.5777359852864143e-25,151.529541015625,38.27772903442383,23.0,253.0,P
0.0,19.0,121.0,43.0,127.0,186.0,87.0,110.0,460.0,700.0,1053.0,1113.0,46.0,4.0,7.0,20.0,0.0010434030555188656,3.1243656550827836e-09,1.2361415059961023e-12,4.0533933631445307e-13,2.2935662433138443e-25,2.1234700742997808e-17,1.7239247300135776e-25,151.523681640625,38.3253173828125,24.0,254.0,P
0.0,16.0,125.0,47.0,121.0,181.0,96.0,111.0,481.0,650.0,1068.0,1127.0,42.0,3.0,7.0,21.0,0.001042985008098185,3.154601913024635e-09,1.2031316698121741e-12,4.059150747730972e-13,2.3955339108846465e-25,2.1770786571826074e-17,1.5192543983754368e-25,151.591552734375,38.29133605957031,20.0,253.0,P
0.0,17.0,128.0,33.0,118.0,189.0,93.0,94.0,479.0,667.0,1095.0,1105.0,47.0,2.0,8.0,21.0,0.0010420061880722642,3.057465614020316e-09,1.189045932027677e-12,4.252829100166722e-13,2.5377295403171943e-25,2.239064263564881e-17,1.6449788586260027e-25,151.800537109375,38.15209197998047,19.0,254.0,P
0.0,18.0,122.0,42.0,118.0,190.0,91.0,94.0,454.0,676.0,1090.0,1115.0,55.0,4.0,7.0,20.0,0.0010408535599708557,3.1119913312949166e-09,1.1644104734240268e-12,4.3839321821163846e-13,2.455488079238542e-25,2.272739448046405e-17,1.9445367079510707e-25,151.89794921875,38.18674850463867,22.0,253.0,P
0.0,21.0,118.0,44.0,116.0,202.0,78.0,101.0,423.0,693.0,1095.0,1129.0,45.0,3.0,8.0,20.0,0.001039630500599742,3.1277624934489268e-09,1.0609556852850255e-12,4.83016133600439e-13,2.725561512673876e-25,2.5077950613764135e-17,2.127724261728264e-25,152.0927734375,38.20340347290039,21.0,254.0,P
0.0,20.0,123.0,36.0,119.0,193.0,90.0,91.0,415.0,691.0,1100.0,1139.0,48.0,3.0,8.0,20.0,0.0010389926610514522,3.1088107643739704e-09,1.021330155864808e-12,5.208859060225335e-13,2.948772910553589e-25,2.6737853948974296e-17,2.3956172343177605e-25,152.21826171875,38.24238204956055,20.0,253.0,P
0.0,20.0,116.0,44.0,127.0,186.0,84.0,98.0,388.0,709.0,1104.0,1150.0,39.0,2.0,9.0,20.0,0.0010372578399255872,3.08289549444396e-09,9.5167743043717e-13,5.525203233304465e-13,3.0536497492314265e-25,2.811536278614253e-17,2.5937273247123736e-25,152.521240234375,38.23640441894531,19.0,253.0,P
0.0,595.0,426.0,137.0,34.0,51.0,91.0,350.0,444.0,129.0,117.0,1443.0,279.0,0.0,0.0,0.0,0.0012322802795097232,1.3403337995043785e-08,6.277401515264458e-11,6.761601001326056e-11,3.634720468850368e-21,-6.88245440456578e-15,2.4888703428468117e-21,126.649169921875,65.05772399902344,16.0,196.0,P
0.0,16.0,127.0,31.0,116.0,200.0,88.0,97.0,367.0,699.0,1124.0,1150.0,49.0,5.0,7.0,20.0,0.0010368900839239359,3.0314333265835103e-09,9.188176478339138e-13,5.676793670555957e-13,2.968838573754017e-25,2.812520292670946e-17,2.8275205520785275e-25,152.71142578125,38.243492126464844,16.0,254.0,P
0.0,20.0,119.0,42.0,108.0,206.0,75.0,99.0,378.0,702.0,1130.0,1136.0,50.0,4.0,7.0,20.0,0.001037385081872344,3.010532712011127e-09,8.607739087479471e-13,5.994954966476174e-13,3.0951916575384307e-25,2.930782304847652e-17,2.994267998071882e-25,152.737548828125,38.150665283203125,20.0,254.0,P
0.0,18.0,123.0,40.0,118.0,184.0,100.0,103.0,338.0,739.0,1108.0,1149.0,45.0,4.0,7.0,20.0,0.0010382975451648235,2.984984259768453e-09,8.081069992858791e-13,6.281268365680714e-13,3.0542571721284467e-25,3.003250274824443e-17,3.270823649476837e-25,152.74462890625,38.16117858886719,18.0,254.0,P
0.0,21.0,123.0,34.0,119.0,196.0,88.0,94.0,363.0,724.0,1113.0,1144.0,45.0,4.0,8.0,20.0,0.0010390408569946885,2.9737510232052955e-09,7.673533032950819e-13,6.487194136907404e-13,3.0726063233029203e-25,3.082587152607874e-17,3.3923777472481452e-25,152.681640625,38.279937744140625,22.0,253.0,P
0.0,18.0,121.0,40.0,122.0,191.0,93.0,97.0,338.0,728.0,1140.0,1119.0,58.0,4.0,7.0,20.0,0.001039103721268475,2.9452755789804996e-09,7.933982789330718e-13,6.597075316583378e-13,3.418703268250535e-25,3.162640368801776e-17,3.3304716411918935e-25,152.738037109375,38.26640701293945,20.0,254.0,P
0.0,17.0,123.0,39.0,123.0,189.0,86.0,107.0,317.0,757.0,1102.0,1158.0,47.0,3.0,8.0,20.0,0.0010384069755673409,2.9415734292825846e-09,7.874967496677987e-13,6.60722670152436e-13,3.4312846136126784e-25,3.203995759834732e-17,3.307711031924004e-25,152.85595703125,38.202064514160156,18.0,254.0,P
0.0,18.0,119.0,34.0,122.0,199.0,91.0,103.0,319.0,743.0,1103.0,1167.0,47.0,3.0,8.0,20.0,0.0010379005689173937,2.9649387389696358e-09,7.385718555838472e-13,6.681063579976054e-13,3.5018819946922027e-25,3.2953052498042556e-17,3.1245017844719174e-25,152.9013671875,38.2139892578125,21.0,254.0,P
0.0,16.0,122.0,41.0,125.0,181.0,101.0,91.0,323.0,757.0,1112.0,1151.0,45.0,3.0,8.0,20.0,0.0010382808977738023,2.9611182394972957e-09,7.564887301650391e-13,6.929110063502719e-13,3.6106343590859714e-25,3.367849320397401e-17,3.4828886892848096e-25,152.882568359375,38.22642135620117,21.0,254.0,P
0.0,16.0,120.0,44.0,121.0,188.0,92.0,110.0,317.0,717.0,1135.0,1149.0,56.0,4.0,7.0,20.0,0.0010377088328823447,2.938234544558327e-09,7.504753112355655e-13,7.011140799872972e-13,3.542332809759673e-25,3.350204234442665e-17,3.6491482741120914e-25,152.9638671875,38.22932434082031,26.0,254.0,P
6.0,312.0,666.0,104.0,69.0,221.0,885.0,565.0,106.0,47.0,195.0,866.0,54.0,0.0,0.0,0.0,0.0015868789050728083,1.6361754617832958e-08,4.8019886678130064e-11,6.141901570666519e-11,2.1431698352139506e-21,6.086759277211615e-15,2.5558915614576054e-21,109.301025390625,55.004940032958984,12.0,194.0,Q
5.0,296.0,681.0,107.0,75.0,234.0,912.0,583.0,131.0,55.0,185.0,777.0,53.0,2.0,0.0,0.0,0.0016170089365914464,2.3899504597579835e-08,3.3949194150340034e-11,3.1330382732619455e-11,3.866348155491415e-22,4.386411786366177e-15,9.458203449626703e-22,107.755615234375,53.66026306152344,12.0,210.0,Q
5.0,540.0,357.0,104.0,68.0,233.0,747.0,396.0,90.0,34.0,200.0,1225.0,97.0,0.0,0.0,0.0,0.0013801336754113436,5.754290821613495e-09,4.614431753369175e-11,1.0414645534861933e-10,4.317680041341501e-21,-7.228794106478565e-16,5.786476947732566e-21,117.439697265625,59.71389389038086,13.0,203.0,Q
4.0,65.0,268.0,77.0,68.0,128.0,643.0,640.0,216.0,76.0,174.0,1352.0,379.0,5.0,1.0,0.0,0.0010707697365432978,5.081934428829982e-09,2.3965510131951362e-11,1.583187227149896e-11,2.629695216804872e-22,-9.770957033381454e-16,1.6108284724768494e-22,139.320068359375,49.914207458496094,14.0,225.0,Q
0.0,24.0,123.0,55.0,180.0,172.0,122.0,215.0,388.0,954.0,1145.0,686.0,1.0,5.0,6.0,20.0,0.0010819205781444907,3.926719394087286e-09,2.596673744081901e-12,9.667625857842643e-13,1.0203551946941255e-24,5.620696232764763e-17,1.1424270810420983e-24,145.61767578125,38.07011795043945,19.0,253.0,Q
0.0,20.0,129.0,58.0,170.0,177.0,129.0,207.0,384.0,953.0,1151.0,686.0,1.0,5.0,6.0,20.0,0.0010816626017913222,3.888354083159129e-09,2.566789445920814e-12,9.650475947878268e-13,9.643802872651976e-25,5.507509469954437e-17,1.1734185663874504e-24,145.632080078125,38.06016540527344,16.0,253.0,Q
0.0,25.0,122.0,65.0,163.0,184.0,118.0,211.0,399.0,942.0,1153.0,682.0,1.0,4.0,7.0,20.0,0.0010818520095199347,3.91482890549355e-09,2.5416019115709343e-12,9.600631921402591e-13,9.682999398880145e-25,5.5100075554043474e-17,1.1452014062381475e-24,145.61328125,38.153709411621094,17.0,254.0,Q
0.0,24.0,129.0,47.0,181.0,172.0,122.0,222.0,388.0,934.0,1175.0,670.0,1.0,6.0,5.0,20.0,0.0010825456120073795,3.806675419326666e-09,2.5344325162851566e-12,9.839984729809181e-13,1.0536103164070093e-24,5.614048347617797e-17,1.142194958720737e-24,145.55078125,38.101036071777344,20.0,253.0,Q
0.0,24.0,129.0,51.0,166.0,179.0,145.0,206.0,390.0,911.0,1196.0,667.0,0.0,6.0,6.0,20.0,0.0010823344346135855,3.7832252886005335e-09,2.410682981360268e-12,9.734448490339442e-13,1.0368230605210667e-24,5.599784445134933e-17,1.0717685139386128e-24,145.582763671875,38.092864990234375,18.0,253.0,Q
0.0,24.0,128.0,52.0,175.0,179.0,132.0,203.0,389.0,936.0,1179.0,667.0,1.0,5.0,6.0,20.0,0.0010839290916919708,3.6780063439323385e-09,2.3902212674398182e-12,1.029297090268666e-12,1.1965599982573351e-24,5.905228496381774e-17,1.0838632307298482e-24,145.412353515625,38.11985397338867,18.0,253.0,Q
0.0,21.0,128.0,57.0,169.0,185.0,132.0,211.0,387.0,939.0,1162.0,673.0,1.0,6.0,5.0,20.0,0.001083970651961863,3.684849758656128e-09,2.329542158133191e-12,1.0209190264010015e-12,1.1426044761381599e-24,5.821794427588245e-17,1.0831766259194665e-24,145.355712890625,38.205509185791016,19.0,254.0,Q
1.0,20.0,128.0,61.0,168.0,179.0,131.0,210.0,397.0,936.0,1164.0,669.0,1.0,5.0,6.0,20.0,0.0010847175726667047,3.648021884572472e-09,2.3084101904297105e-12,1.0386419372135358e-12,1.144407121914203e-24,5.865801097920556e-17,1.1299649522842562e-24,145.32568359375,38.077945709228516,15.0,254.0,Q
0.0,21.0,130.0,57.0,174.0,175.0,138.0,198.0,405.0,947.0,1170.0,649.0,1.0,8.0,3.0,20.0,0.0010864433133974671,3.6293086314032053e-09,2.2837961990290756e-12,1.044051455532935e-12,1.1473970033526038e-24,5.8753679380131e-17,1.1325108036406307e-24,145.19580078125,38.0715446472168,25.0,253.0,Q
7.0,523.0,374.0,101.0,73.0,226.0,742.0,403.0,91.0,37.0,210.0,1218.0,91.0,0.0,0.0,0.0,0.0013827163493260741,5.725298457548433e-09,4.6235914402670275e-11,1.0333105204818338e-10,4.254775944593041e-21,-4.0393799526563666e-16,5.7366227560581236e-21,117.43408203125,59.59197998046875,12.0,201.0,Q
0.0,21.0,125.0,63.0,177.0,173.0,128.0,211.0,417.0,977.0,1103.0,669.0,1.0,4.0,7.0,20.0,0.001088430406525731,3.6950782433819995e-09,2.3435268482752125e-12,1.030773665207374e-12,1.0775053076566063e-24,5.793222947486173e-17,1.1855768850891693e-24,144.98291015625,38.07276916503906,19.0,254.0,Q
0.0,21.0,134.0,51.0,174.0,180.0,136.0,210.0,417.0,970.0,1143.0,628.0,1.0,4.0,7.0,20.0,0.0010899628978222609,3.7054745938291944e-09,2.5012945274044407e-12,1.0225062983815203e-12,1.1259310134377954e-24,5.812392361873722e-17,1.1858701441306852e-24,144.820556640625,38.07902908325195,17.0,254.0,Q
0.0,24.0,128.0,59.0,169.0,182.0,130.0,223.0,401.0,951.0,1154.0,643.0,1.0,6.0,5.0,20.0,0.001089033205062151,3.7002672037544926e-09,2.4600185170170485e-12,9.771917433218369e-13,1.1014669576526946e-24,5.624893016320612e-17,1.0403234335727586e-24,144.856201171875,38.094398498535156,20.0,253.0,Q
0.0,21.0,131.0,62.0,169.0,181.0,122.0,223.0,404.0,952.0,1166.0,633.0,2.0,5.0,5.0,20.0,0.0010874809231609106,3.710372009635421e-09,2.5300078872192433e-12,9.462914393049138e-13,1.1522570767820573e-24,5.552878672191746e-17,9.034180039782362e-25,144.845458984375,38.10445022583008,18.0,253.0,Q
